"E_km","N_km","STATIONID","group"
354.71178757216,6316.58758854915,"G-26",116
354.75066263766,6317.70012761124,"G-26",116
354.18260850596,6318.83447237026,"G-26",116
354.45642731096,6326.62373927699,"G-26",116
353.88883235842,6327.75769680703,"G-26",116
353.92823194736,6328.87071973324,"G-26",116
353.36204066699,6330.00470985182,"G-26",116
352.75655920228,6330.02623092293,"G-26",116
352.79618941342,6331.13884854008,"G-26",116
350.97852909546,6331.20399890251,"G-26",116
351.01869022342,6332.3170139868,"G-26",116
347.99215942253,6332.42729125363,"G-26",116
347.95123303942,6331.31431397161,"G-26",116
346.73964983665,6331.35904188598,"G-26",116
346.60063134722,6331.12471851558,"G-26",116
345.72917107059,6338.82552934761,"G-26",116
382.98425641904,6337.5993417431,"G-26",116
387.14044137965,6300.35895817803,"G-26",116
358.05984973021,6301.27550547672,"G-26",116
346.60063134722,6331.12471851558,"G-27",117
346.09297958794,6330.26902789484,"G-27",117
341.24683451316,6330.45239492191,"G-27",117
341.28953066484,6331.56485954908,"G-27",117
340.6404507691,6330.47571203619,"G-27",117
341.20403758041,6329.33982823644,"G-27",117
341.11864192918,6327.11445499261,"G-27",117
339.90587169865,6327.16119087132,"G-27",117
339.29996891232,6327.18468260325,"G-27",117
338.73645278701,6328.32073594579,"G-27",117
338.82335008371,6330.54619039284,"G-27",117
338.2179135701,6330.56981356369,"G-27",117
338.30507704058,6332.79523644876,"G-27",117
337.09396241169,6332.8428187276,"G-27",117
335.97131573127,6335.1161477819,"G-27",117
334.76180113883,6335.16441136416,"G-27",117
334.80638897895,6336.27692060124,"G-27",117
334.20087827395,6336.30117980744,"G-27",117
333.64123348646,6337.43847169827,"G-27",117
333.03683701146,6337.4628946718,"G-27",117
333.0818305235,6338.5753069381,"G-27",117
332.47672606458,6338.59993445699,"G-27",117
332.50840949419,6339.38120182463,"G-27",117
345.72917107059,6338.82552934761,"G-27",117
346.60063134722,6331.12471851558,"G-27",117
643.14264148956,6313.6610325458,"GF1918",118
644.52071590607,6313.84301127074,"GF1918",118
646.79209481689,6313.74541970002,"GF1918",118
649.00805612141,6313.25599786311,"GF1918",118
651.1044459738,6312.39152719627,"GF1918",118
653.02314725483,6311.17763941384,"GF1918",118
654.69596632918,6309.65030495884,"GF1918",118
656.07763125137,6307.85711856457,"GF1918",118
657.12670483656,6305.85208658484,"GF1918",118
657.80787832976,6303.69725365306,"GF1918",118
658.10513089955,6301.45741844687,"GF1918",118
658.10049881284,6301.35903488318,"GF1918",118
658.00704297249,6299.19664276717,"GF1918",118
657.5148454236,6296.98904015336,"GF1918",118
656.6450126977,6294.9016615178,"GF1918",118
655.4238836834,6292.99277547279,"GF1918",118
653.8908952961,6291.32572550016,"GF1918",118
652.08917778207,6289.94870105513,"GF1918",118
650.07533400224,6288.90410749398,"GF1918",118
647.90928120211,6288.22360930329,"GF1918",118
645.66100317284,6287.92730570496,"GF1918",118
645.49623357499,6287.93434231959,"GF1918",118
643.38966935351,6288.02539916465,"GF1918",118
641.17360286128,6288.51495642914,"GF1918",118
639.07660306069,6289.3780608681,"GF1918",118
637.16054217988,6290.59230163677,"GF1918",118
635.48762147893,6292.11943732095,"GF1918",118
634.10329657993,6293.91230448538,"GF1918",118
633.05579632015,6295.91763136435,"GF1918",118
632.37274046868,6298.07241383878,"GF1918",118
632.07623544921,6300.31299138811,"GF1918",118
632.08210702819,6300.45254985693,"GF1918",118
632.17511153724,6302.57502805094,"GF1918",118
632.66744047278,6304.78288893556,"GF1918",118
633.53614071726,6306.86815289217,"GF1918",118
634.75552316727,6308.77846421207,"GF1918",118
636.29037793561,6310.44539802262,"GF1918",118
638.09112477651,6311.82128339019,"GF1918",118
640.10626726419,6312.86697215802,"GF1918",118
642.27225280752,6313.54656372967,"GF1918",118
643.14264148956,6313.6610325458,"GF1918",118
606.03398989864,6312.34234322275,"GF2019",119
607.51462150387,6312.01541405413,"GF2019",119
609.61073074052,6311.15123903369,"GF2019",119
611.52941225659,6309.93742979477,"GF2019",119
613.20297977051,6308.41071273583,"GF2019",119
614.58375884441,6306.61817156276,"GF2019",119
615.63375790874,6304.61295215366,"GF2019",119
616.31551484246,6302.45832810749,"GF2019",119
616.61271630111,6300.21914003822,"GF2019",119
616.60235631891,6299.99026257244,"GF2019",119
616.51456824873,6297.95870027296,"GF2019",119
616.0221545783,6295.75107755626,"GF2019",119
615.15344610671,6293.66441937436,"GF2019",119
613.93267777586,6291.75529081448,"GF2019",119
612.39985006293,6290.08847865349,"GF2019",119
610.59932721636,6288.71082857031,"GF2019",119
608.57975179281,6287.66565811663,"GF2019",119
606.42004249259,6286.98662508988,"GF2019",119
604.17170699979,6286.69020992104,"GF2019",119
601.90045633494,6286.78730493443,"GF2019",119
599.68452884826,6287.27652853918,"GF2019",119
597.58848187989,6288.14005476481,"GF2019",119
595.67208254547,6289.35365771853,"GF2019",119
593.99716097337,6290.88056675381,"GF2019",119
592.61526789151,6292.6728978575,"GF2019",119
591.56651655696,6294.67805459676,"GF2019",119
590.88368616211,6296.83244863941,"GF2019",119
590.58622525531,6299.07302246702,"GF2019",119
590.59810586781,6299.34256989345,"GF2019",119
590.68524335182,6301.3344873279,"GF2019",119
591.17699172693,6303.54208664259,"GF2019",119
592.04568548741,6305.62773085998,"GF2019",119
593.26504893288,6307.53742219207,"GF2019",119
594.79831935507,6309.20406322197,"GF2019",119
596.59996914383,6310.5806379701,"GF2019",119
598.61360593157,6311.6257473268,"GF2019",119
600.7800019371,6312.30556735851,"GF2019",119
603.02764566663,6312.60150922872,"GF2019",119
605.29894045196,6312.50459319066,"GF2019",119
606.03398989864,6312.34234322275,"GF2019",119
568.80764975023,6311.72447155826,"GF2120",120
570.89910231844,6311.26349220257,"GF2120",120
572.99540271644,6310.39897093487,"GF2120",120
574.91302616205,6309.18606603321,"GF2120",120
576.58661707496,6307.65900136542,"GF2120",120
577.96789983647,6305.86636723981,"GF2120",120
579.01859271708,6303.86186742043,"GF2120",120
579.70079282166,6301.70742469311,"GF2120",120
579.99776929034,6299.46840817416,"GF2120",120
579.98297529413,6299.12489933689,"GF2120",120
579.89946891923,6297.20818786822,"GF2120",120
579.40738212789,6295.00041956267,"GF2120",120
578.5394036774,6292.91394151271,"GF2120",120
577.32003468751,6291.00545671244,"GF2120",120
575.78616648475,6289.33843678868,"GF2120",120
573.98539304087,6287.96115909657,"GF2120",120
571.97218693701,6286.91660282606,"GF2120",120
571.26417153109,6286.69385390876,"GF2120",120
569.80714473538,6286.23619479468,"GF2120",120
567.5586319994,6285.93946404382,"GF2120",120
565.28787614808,6286.03686528933,"GF2120",120
563.07209132894,6286.52574239975,"GF2120",120
560.97560473673,6287.38867956542,"GF2120",120
559.05904654533,6288.60214348621,"GF2120",120
557.38476161378,6290.12893377791,"GF2120",120
556.00199877422,6291.92186861361,"GF2120",120
554.95428246889,6293.926025579,"GF2120",120
554.27083090125,6296.08037495832,"GF2120",120
553.97354070796,6298.32050020984,"GF2120",120
553.98998095769,6298.70504313172,"GF2120",120
554.0709016706,6300.58229867646,"GF2120",120
554.56239396186,6302.78940088576,"GF2120",120
555.43154200713,6304.87494827086,"GF2120",120
556.64980831784,6306.78499026466,"GF2120",120
558.18349894859,6308.45141362082,"GF2120",120
559.98478587881,6309.82788144386,"GF2120",120
561.99881097647,6310.8728658348,"GF2120",120
564.16410669971,6311.55297877836,"GF2120",120
566.41110198914,6311.84941302079,"GF2120",120
568.68281006012,6311.75211225523,"GF2120",120
568.80764975023,6311.72447155826,"GF2120",120
530.96851583957,6311.42124987666,"GF2221",121
531.01305527772,6311.42711247478,"GF2221",121
533.28451606552,6311.32999148819,"GF2221",121
535.50008215554,6310.84134049143,"GF2221",121
537.59601926108,6309.97730033109,"GF2221",121
539.51414987288,6308.76441433597,"GF2221",121
541.18840428845,6307.2378670224,"GF2221",121
542.57003656673,6305.44527846656,"GF2221",121
543.62022861256,6303.44110621401,"GF2221",121
544.30164530253,6301.28676717086,"GF2221",121
544.59917676709,6299.04778975566,"GF2221",121
544.57981028653,6298.59314345484,"GF2221",121
544.50126397676,6296.78753496671,"GF2221",121
544.01023637778,6294.5800697727,"GF2221",121
543.14151756313,6292.49320610156,"GF2221",121
541.9230388097,6290.58480356009,"GF2221",121
540.39027293736,6288.91823215607,"GF2221",121
538.59034017918,6287.54030569002,"GF2221",121
536.57615678729,6286.49593385062,"GF2221",121
534.41132679142,6285.81515318812,"GF2221",121
533.36348504366,6285.67674488484,"GF2221",121
532.16255660613,6285.51836950252,"GF2221",121
529.89289248346,6285.61575594906,"GF2221",121
527.67775555175,6286.10459753104,"GF2221",121
525.58043113137,6286.96728869575,"GF2221",121
523.66404138425,6288.1807028577,"GF2221",121
521.98977534011,6289.70741723955,"GF2221",121
520.60639867808,6291.49994037949,"GF2221",121
519.55895099105,6293.50381589998,"GF2221",121
518.87513383032,6295.65820127635,"GF2221",121
518.57724545873,6297.89846220076,"GF2221",121
518.59833270007,6298.39372660998,"GF2221",121
518.67519640655,6300.16008926774,"GF2221",121
519.16580471905,6302.36781777911,"GF2221",121
520.03401940814,6304.45263819465,"GF2221",121
521.2525707942,6306.3627242298,"GF2221",121
522.78630164483,6308.02944143742,"GF2221",121
524.58710542286,6309.40533705375,"GF2221",121
526.60047445838,6310.45128148136,"GF2221",121
528.76481911334,6311.13068449286,"GF2221",121
530.96851583957,6311.42124987666,"GF2221",121
714.73362304043,6378.7130044528,"H-01",122
718.27541698448,6341.72019895322,"H-01",122
681.04054115101,6339.91498708613,"H-01",122
677.44166231263,6376.91453820987,"H-01",122
714.73362304043,6378.7130044528,"H-01",122
752.02487741805,6380.85463696036,"H-02",123
755.50999599304,6343.86322196664,"H-02",123
718.27541698448,6341.72019895322,"H-02",123
714.73362304043,6378.7130044528,"H-02",123
752.02487741805,6380.85463696036,"H-02",123
789.2943504041,6383.33853160502,"H-03",124
792.72219456289,6346.34307781117,"H-03",124
755.50999599304,6343.86322196664,"H-03",124
752.02487741805,6380.85463696036,"H-03",124
789.2943504041,6383.33853160502,"H-03",124
826.54562942241,6386.16509115269,"H-04",125
829.9175808479,6349.16030093045,"H-04",125
792.72219456289,6346.34307781117,"H-04",125
789.2943504041,6383.33853160502,"H-04",125
826.54562942241,6386.16509115269,"H-04",125
863.78958161809,6389.33560437091,"H-05",126
867.10630452216,6352.31613356657,"H-05",126
829.9175808479,6349.16030093045,"H-05",126
826.54562942241,6386.16509115269,"H-05",126
863.78958161809,6389.33560437091,"H-05",126
901.0160638651,6392.84978228912,"H-06",127
904.27823603427,6355.81028702786,"H-06",127
867.10630452216,6352.31613356657,"H-06",127
863.78958161809,6389.33560437091,"H-06",127
901.0160638651,6392.84978228912,"H-06",127
938.21129001111,6396.70666683237,"H-07",128
941.4195683858,6359.64180328313,"H-07",128
904.27823603427,6355.81028702786,"H-07",128
901.0160638651,6392.84978228912,"H-07",128
938.21129001111,6396.70666683237,"H-07",128
975.38971972757,6400.90821146159,"H-08",129
978.54408162474,6363.81254056195,"H-08",129
941.4195683858,6359.64180328313,"H-08",129
938.21129001111,6396.70666683237,"H-08",129
975.38971972757,6400.90821146159,"H-08",129
1012.5511929286,6405.45515470449,"H-09",130
1015.65356057349,6368.3234494104,"H-09",130
978.54408162474,6363.81254056195,"H-09",130
975.38971972757,6400.90821146159,"H-09",130
1012.5511929286,6405.45515470449,"H-09",130
1049.67733509147,6410.34584906051,"H-10",131
1052.72864939232,6373.17278360509,"H-10",131
1015.65356057349,6368.3234494104,"H-10",131
1012.5511929286,6405.45515470449,"H-10",131
1049.67733509147,6410.34584906051,"H-10",131
1086.77342754485,6415.58151079194,"H-11",132
1089.77386925567,6378.36163547185,"H-11",132
1052.72864939232,6373.17278360509,"H-11",132
1049.67733509147,6410.34584906051,"H-11",132
1086.77342754485,6415.58151079194,"H-11",132
1123.84834079526,6421.16421707906,"H-12",133
1126.8001176504,6383.89234774769,"H-12",133
1089.77386925567,6378.36163547185,"H-12",133
1086.77342754485,6415.58151079194,"H-12",133
1123.84834079526,6421.16421707906,"H-12",133
1160.89001903101,6427.09303984651,"H-13",134
1163.79441951161,6389.76387211892,"H-13",134
1126.8001176504,6383.89234774769,"H-13",134
1123.84834079526,6421.16421707906,"H-13",134
1160.89001903101,6427.09303984651,"H-13",134
1197.88823009556,6433.36701890829,"H-14",135
1200.74655745095,6395.97525522622,"H-14",135
1163.79441951161,6389.76387211892,"H-14",135
1160.89001903101,6427.09303984651,"H-14",135
1197.88823009556,6433.36701890829,"H-14",135
1234.85357242988,6439.98874237084,"H-15",136
1237.66642717949,6402.52892769782,"H-15",136
1200.74655745095,6395.97525522622,"H-15",136
1197.88823009556,6433.36701890829,"H-15",136
1234.85357242988,6439.98874237084,"H-15",136
1272.64295840971,6435.42664479257,"H-16",137
1271.45305433855,6434.33199172706,"H-16",137
1270.475364911,6433.00205720916,"H-16",137
1269.2855621874,6432.7734367762,"H-16",137
1267.71218394252,6431.32980187036,"H-16",137
1267.11752399663,6431.21598401336,"H-16",137
1265.54277590325,6429.77368303917,"H-16",137
1264.56201666841,6428.44499802532,"H-16",137
1262.775919929,6428.10513097869,"H-16",137
1261.79379417575,6426.77765198058,"H-16",137
1260.60233907801,6426.5517903157,"H-16",137
1260.21550504521,6425.33766163008,"H-16",137
1258.84405958823,6422.79656575775,"H-16",137
1257.85911648756,6421.46972979085,"H-16",137
1257.26310744252,6421.35745007495,"H-16",137
1256.27715600963,6420.03150071385,"H-16",137
1256.09465761767,6417.71595644272,"H-16",137
1254.71668710343,6415.17650307571,"H-16",137
1253.13074603152,6413.73970940829,"H-16",137
1252.7383674753,6412.52595979454,"H-16",137
1251.95425742556,6410.09924424949,"H-16",137
1251.56069227567,6408.88606588991,"H-16",137
1250.56975373236,6407.56149099943,"H-16",137
1249.97083769472,6407.45033340585,"H-16",137
1249.57712380893,6406.23748579835,"H-16",137
1248.58383159272,6404.91334277305,"H-16",137
1247.98544533298,6404.80266548652,"H-16",137
1247.8658733263,6404.43622224701,"H-16",137
1241.74714432912,6403.29204644666,"H-16",137
1239.0031434801,6403.15209006538,"H-16",137
1239.06903475277,6402.79122763123,"H-16",137
1237.66642717949,6402.52892769782,"H-16",137
1234.85357242988,6439.98874237084,"H-16",137
1271.78933066861,6446.95989891423,"H-16",137
1272.64295840971,6435.42664479257,"H-16",137
677.44166231263,6376.91453820987,"H-18",138
681.04054115101,6339.91498708613,"H-18",138
656.16825500497,6338.93527119106,"H-18",138
656.17860366045,6339.17164256871,"H-18",138
656.18316206995,6339.2717196624,"H-18",138
655.88594431165,6341.51123847929,"H-18",138
655.20368762187,6343.66564854696,"H-18",138
654.15419847956,6345.67082730847,"H-18",138
652.77257762687,6347.46315047095,"H-18",138
651.09873236518,6348.99010166203,"H-18",138
649.17964528454,6350.20358144629,"H-18",138
647.08374932641,6351.0673114169,"H-18",138
644.86664766474,6351.5566946049,"H-18",138
642.59474221615,6351.65386887514,"H-18",138
642.4977680037,6351.64106525942,"H-18",138
641.27428419624,6364.0225934499,"H-18",138
641.70161560769,6364.24420490096,"H-18",138
643.50346172058,6365.6217901283,"H-18",138
645.03611854075,6367.28849446294,"H-18",138
646.25624953511,6369.1976369171,"H-18",138
647.12522550347,6371.28404751159,"H-18",138
647.61698003124,6373.49167892407,"H-18",138
647.70970892548,6375.62884873813,"H-18",138
647.7153426874,6375.75191643314,"H-18",138
647.71498861235,6375.75458391984,"H-18",138
677.44166231263,6376.91453820987,"H-18",138
621.69515871818,6374.9085191776,"H-19",139
621.68900959444,6374.76531891503,"H-19",139
621.68206017948,6374.60069345208,"H-19",139
621.97975287182,6372.36084478654,"H-19",139
622.66355218007,6370.20657332447,"H-19",139
623.71192954225,6368.20190945588,"H-19",139
625.09496882829,6366.41005976334,"H-19",139
626.76915063565,6364.88342149024,"H-19",139
628.68615838835,6363.67024980224,"H-19",139
630.7841026353,6362.80786952568,"H-19",139
633.00030625007,6362.3188458717,"H-19",139
635.27109757503,6362.22213784405,"H-19",139
637.52064860077,6362.51860470555,"H-19",139
638.68252577001,6362.88345595541,"H-19",139
639.6870525854,6363.19945250501,"H-19",139
641.27428419624,6364.0225934499,"H-19",139
642.4977680037,6351.64106525942,"H-19",139
640.34673262322,6351.35705010029,"H-19",139
639.73917260081,6351.16629849511,"H-19",139
638.18126438817,6350.67747731115,"H-19",139
636.16552260884,6349.63182718435,"H-19",139
634.3640507249,6348.25547952594,"H-19",139
632.82978901379,6346.58853006163,"H-19",139
631.61089862028,6344.67865777843,"H-19",139
630.7413910975,6342.59292866797,"H-19",139
630.24941771224,6340.38541980428,"H-19",139
630.15769110247,6338.26540846853,"H-19",139
630.15104983946,6338.12369181295,"H-19",139
630.16300154544,6338.03358782284,"H-19",139
614.44269907293,6337.55592509817,"H-19",139
614.45318246363,6337.79810664097,"H-19",139
614.46334658778,6338.03079861965,"H-19",139
614.1649237428,6340.2692782056,"H-19",139
613.48367037025,6342.42409971047,"H-19",139
612.43382283249,6344.42829148752,"H-19",139
611.05167049384,6346.22067858039,"H-19",139
609.37756948186,6347.7473293565,"H-19",139
607.45979482972,6348.96068796511,"H-19",139
605.36252661035,6349.82441922388,"H-19",139
605.28711342142,6349.84105644636,"H-19",139
603.97852376274,6362.88567155025,"H-19",139
604.54968397273,6363.18182150378,"H-19",139
606.35050097034,6364.55936208561,"H-19",139
607.88393463874,6366.22603284295,"H-19",139
609.10263522943,6368.1342323895,"H-19",139
609.97187610608,6370.22128267612,"H-19",139
610.46335643754,6372.42862303256,"H-19",139
610.5504447151,6374.44668640455,"H-19",139
610.55621964788,6374.57571875787,"H-19",139
621.69515871818,6374.9085191776,"H-19",139
584.55031156791,6373.96730292562,"H-20",140
584.5440110923,6373.82086119542,"H-20",140
584.53158489544,6373.53766325091,"H-20",140
584.82887486336,6371.29750707803,"H-20",140
585.51204275449,6369.14364700453,"H-20",140
586.56113089701,6367.13948791476,"H-20",140
587.94393620701,6365.34750759072,"H-20",140
589.61925721591,6363.82108360586,"H-20",140
591.53658528183,6362.60789086761,"H-20",140
593.63326367314,6361.74542742105,"H-20",140
595.84969211612,6361.25685048033,"H-20",140
598.1207080618,6361.15987883993,"H-20",140
600.37026945222,6361.45620031719,"H-20",140
601.73077327777,6361.88408990358,"H-20",140
602.53557757719,6362.13748313717,"H-20",140
603.97852376274,6362.88567155025,"H-20",140
605.28711342142,6349.84105644636,"H-20",140
603.14679805677,6350.313224308,"H-20",140
602.74143039587,6350.33065589533,"H-20",140
600.87509406612,6350.41010541688,"H-20",140
598.6276650032,6350.11376146825,"H-20",140
596.46177894998,6349.43398862349,"H-20",140
594.44721269493,6348.38840703925,"H-20",140
592.64627703616,6347.01221420727,"H-20",140
591.1122122126,6345.3457866171,"H-20",140
589.89282163981,6343.43588213337,"H-20",140
589.02363561475,6341.35035453496,"H-20",140
588.53262091198,6339.1431751876,"H-20",140
588.44609727401,6337.15546435577,"H-20",140
588.43647526858,6336.93021122634,"H-20",140
579.36478115149,6336.73657358175,"H-20",140
579.37490830429,6336.9699708466,"H-20",140
579.38953285093,6337.31346544976,"H-20",140
579.09275113651,6339.55214437572,"H-20",140
578.41063661725,6341.70624625916,"H-20",140
577.36068685334,6343.71074889045,"H-20",140
575.97858138562,6345.50291164443,"H-20",140
574.30418217061,6347.02900644472,"H-20",140
572.38622919838,6348.24270384415,"H-20",140
570.29049992435,6349.10629273599,"H-20",140
568.07402555424,6349.59518341977,"H-20",140
567.94913778207,6349.60050243816,"H-20",140
566.70704810473,6361.80115951356,"H-20",140
567.99154309625,6362.46727543527,"H-20",140
569.79313535323,6363.84411126518,"H-20",140
571.32638212901,6365.51099236658,"H-20",140
572.54533024562,6367.41925514272,"H-20",140
573.41377708635,6369.5055110373,"H-20",140
573.90478927875,6371.71296924742,"H-20",140
573.98735985264,6373.61442062881,"H-20",140
573.99315451155,6373.74877549471,"H-20",140
584.55031156791,6373.96730292562,"H-20",140
547.99744685021,6373.37201288572,"H-21",141
547.99096537439,6373.22201236034,"H-21",141
547.97372518014,6372.8221444372,"H-21",141
548.27191594346,6370.58232520313,"H-21",141
548.95577700395,6368.4287527186,"H-21",141
550.00495775303,6366.42453574142,"H-21",141
551.38799545961,6364.63246999318,"H-21",141
553.06218376185,6363.10617972207,"H-21",141
554.97921890658,6361.89351820565,"H-21",141
557.0760391212,6361.03077108554,"H-21",141
559.29307164043,6360.54244282518,"H-21",141
561.5636142701,6360.44519337899,"H-21",141
563.81248023417,6360.74214004406,"H-21",141
563.98598093108,6360.79666499754,"H-21",141
565.97784051902,6361.42299890168,"H-21",141
566.70704810473,6361.80115951356,"H-21",141
567.94913778207,6349.60050243816,"H-21",141
565.80180132702,6349.69194590093,"H-21",141
565.09584814962,6349.59871852646,"H-21",141
563.55426976029,6349.39527752742,"H-21",141
561.38855049376,6348.71552390657,"H-21",141
559.37471511295,6347.67039277787,"H-21",141
557.57438850864,6346.29420466372,"H-21",141
556.040203244,6344.62763799604,"H-21",141
554.82040524585,6342.7174459612,"H-21",141
553.9520895424,6340.63260585353,"H-21",141
553.46073483883,6338.42541828835,"H-21",141
553.37898771082,6336.54888499133,"H-21",141
553.36957468262,6336.326251597,"H-21",141
550.80729692766,6336.29479493257,"H-21",141
550.97384351198,6336.71762639192,"H-21",141
551.05055702125,6338.04740002423,"H-21",141
551.0754526091,6338.49322780759,"H-21",141
551.46893817651,6339.77771987679,"H-21",141
553.02259386568,6342.57878657485,"H-21",141
553.48934869347,6342.89572766612,"H-21",141
553.79061120937,6342.75991109391,"H-21",141
554.1113716076,6343.30942628839,"H-21",141
554.70748738115,6343.72417620551,"H-21",141
554.52035893159,6344.28869048767,"H-21",141
554.7357616484,6344.71409861079,"H-21",141
554.49568889502,6345.17896721276,"H-21",141
553.67747762517,6344.99960787972,"H-21",141
553.18517037593,6344.68356195663,"H-21",141
552.56087725301,6343.30422462055,"H-21",141
551.3907864203,6342.34660155049,"H-21",141
550.77478632632,6342.08159011549,"H-21",141
550.28428948121,6341.87087394478,"H-21",141
548.62252198653,6341.48734060447,"H-21",141
546.41489442095,6340.68765099242,"H-21",141
545.2400721608,6340.46776262554,"H-21",141
544.02284400206,6340.57941775651,"H-21",141
543.48621240236,6340.80382436138,"H-21",141
543.3332331749,6341.28683858125,"H-21",141
542.28397552739,6343.29102647904,"H-21",141
540.90177656106,6345.08363779527,"H-21",141
539.22785816739,6346.60976018538,"H-21",141
537.30952986896,6347.82263628245,"H-21",141
535.21230965575,6348.68655980456,"H-21",141
532.99665220133,6349.17526399331,"H-21",141
530.72569029808,6349.2722609508,"H-21",141
530.66219701433,6349.26388692424,"H-21",141
529.46398273154,6360.86573999961,"H-21",141
530.01748459269,6361.03985928342,"H-21",141
532.03090241449,6362.08366810065,"H-21",141
533.83149284347,6363.46142563771,"H-21",141
535.36445008394,6365.12769295225,"H-21",141
536.58346469106,6367.03595885712,"H-21",141
537.45088614056,6369.12225810332,"H-21",141
537.94297915459,6371.32927534769,"H-21",141
538.02053493617,6373.11585066998,"H-21",141
538.02658297542,6373.2570957561,"H-21",141
547.99744685021,6373.37201288572,"H-21",141
512.04204290884,6373.10626995791,"H-22",142
512.03545961136,6372.95351842532,"H-22",142
512.0131848077,6372.43877117214,"H-22",142
512.31083154268,6370.19954468348,"H-22",142
512.99484502671,6368.04559048092,"H-22",142
514.04375038295,6366.04127197008,"H-22",142
515.42731745635,6364.24906064609,"H-22",142
517.1016759242,6362.723497522,"H-22",142
519.01889811218,6361.51020869302,"H-22",142
521.11613020702,6360.6478424587,"H-22",142
523.33236926863,6360.15916733589,"H-22",142
525.60257994306,6360.06235881797,"H-22",142
526.13058564622,6360.13195055402,"H-22",142
527.85194733926,6360.35861847801,"H-22",142
529.46398273154,6360.86573999961,"H-22",142
530.66219701433,6349.26388692424,"H-22",142
528.47772670309,6348.97576784968,"H-22",142
527.16956719261,6348.56519105539,"H-22",142
526.31202157984,6348.29585818795,"H-22",142
524.29767835106,6347.25070733048,"H-22",142
522.49775901394,6345.874311831,"H-22",142
520.96428701794,6344.20791011437,"H-22",142
519.74490061913,6342.2985584242,"H-22",142
518.87726071254,6340.21326553442,"H-22",142
518.38561713936,6338.00575966537,"H-22",142
518.30952917806,6336.24019625027,"H-22",142
518.29983288583,6336.01941910891,"H-22",142
494.76386876063,6335.94210707479,"H-22",142
490.87609392735,6373.05595332695,"H-22",142
512.04204290884,6373.10626995791,"H-22",142
490.87609392735,6373.05595332695,"H-23",143
494.76386876063,6335.94210707479,"H-23",143
457.49369367621,6336.15784881051,"H-23",143
453.5488497647,6373.31071423771,"H-23",143
490.87609392735,6373.05595332695,"H-23",143
453.5488497647,6373.31071423771,"H-24",144
457.49369367621,6336.15784881051,"H-24",144
420.23569225468,6336.71026588199,"H-24",144
416.23398085962,6373.90752658424,"H-24",144
453.5488497647,6373.31071423771,"H-24",144
416.23398085962,6373.90752658424,"H-25",145
420.23569225468,6336.71026588199,"H-25",145
382.98425641904,6337.5993417431,"H-25",145
378.92603347803,6374.84638334697,"H-25",145
416.23398085962,6373.90752658424,"H-25",145
378.92603347803,6374.84638334697,"H-26",146
382.98425641904,6337.5993417431,"H-26",146
345.72917107059,6338.82552934761,"H-26",146
341.61407517174,6376.12778893643,"H-26",146
378.92603347803,6374.84638334697,"H-26",146
332.50840949419,6339.38120182463,"H-27",147
332.52184046725,6339.71237143685,"H-27",147
331.91777850483,6339.73695202275,"H-27",147
331.35931847391,6340.87454433518,"H-27",147
331.40482782283,6341.98694189682,"H-27",147
330.84593366805,6343.12466778288,"H-27",147
330.89168992239,6344.23711198634,"H-27",147
330.28829875423,6344.26200981217,"H-27",147
330.33420160244,6345.37487235631,"H-27",147
329.77614869797,6346.51228789179,"H-27",147
330.00652159811,6352.07540161842,"H-27",147
330.65574707405,6353.16330770144,"H-27",147
331.25785333643,6353.13849135115,"H-27",147
331.6242402239,6362.03955732108,"H-27",147
331.02354112349,6362.06432367677,"H-27",147
331.06947222416,6363.17721353051,"H-27",147
330.51410818841,6364.31464612843,"H-27",147
330.56030252637,6365.42752325614,"H-27",147
329.9599341517,6365.45245068242,"H-27",147
330.00636145123,6366.56493106281,"H-27",147
329.40621339773,6366.58998355201,"H-27",147
328.85181704219,6367.72759444769,"H-27",147
327.74581030409,6370.00346979107,"H-27",147
326.64033878835,6372.2796655414,"H-27",147
326.04106452086,6372.30521855917,"H-27",147
325.48846097564,6373.44373618277,"H-27",147
325.53617788019,6374.55619118766,"H-27",147
324.38626390012,6375.72058168185,"H-27",147
323.813971779,6376.90334904193,"H-27",147
341.61407517174,6376.12778893643,"H-27",147
345.72917107059,6338.82552934761,"H-27",147
332.50840949419,6339.38120182463,"H-27",147
656.17860366045,6339.17164256871,"HG1918",148
656.08401354971,6337.01122368287,"HG1918",148
655.59150009338,6334.80346597341,"HG1918",148
654.72288197975,6332.71690882155,"HG1918",148
653.50245407037,6330.80747284303,"HG1918",148
651.97008953456,6329.14079158778,"HG1918",148
650.1684374987,6327.76369610936,"HG1918",148
648.15368392527,6326.71899218812,"HG1918",148
645.98799341829,6326.03847304036,"HG1918",148
643.73886425909,6325.74217251877,"HG1918",148
642.03552155843,6325.81468020157,"HG1918",148
641.4677001405,6325.83900643239,"HG1918",148
639.25118830391,6326.32820067998,"HG1918",148
637.15440528566,6327.19102012371,"HG1918",148
635.23780466698,6328.40488934968,"HG1918",148
633.56395956731,6329.9317429175,"HG1918",148
632.17966754374,6331.72433122434,"HG1918",148
631.13193623731,6333.72895476643,"HG1918",148
630.44819417857,6335.88341695098,"HG1918",148
630.15104983946,6338.12369181295,"HG1918",148
630.15769110247,6338.26540846853,"HG1918",148
630.24941771224,6340.38541980428,"HG1918",148
630.7413910975,6342.59292866797,"HG1918",148
631.61089862028,6344.67865777843,"HG1918",148
