"E_km","N_km","group"
698.390268941854,6139.31329932836,1
697.706143476591,6140.39688151437,1
697.073061179325,6140.3685743766,1
697.023313306132,6141.48110084325,1
696.39034660713,6141.45281720067,1
695.707055432448,6142.53669568783,1
695.074219878577,6142.5086285513,1
694.392339674003,6143.59316792981,1
693.126083155524,6143.53750052382,1
692.443886732283,6144.62185955012,1
689.280449915558,6144.48469857686,1
688.599339842462,6145.56960950978,1
687.334697284013,6145.5156258184,1
686.021976043631,6146.57448940085,1
684.756630289436,6146.52118683055,1
684.07789082116,6147.60683373106,1
682.766649306822,6148.66664065157,1
681.501875813588,6148.61427348182,1
680.192552529037,6149.67445497939,1
679.514393196832,6150.76119924118,1
678.251299218941,6150.70973261386,1
676.942363656566,6151.77083399247,1
676.309963756297,6151.74537840125,1
675.002777053582,6152.80753187672,1
673.739333837736,6152.75732551509,1
671.126506761924,6154.88259359527,1
669.863651686984,6154.83351322422,1
668.558048898559,6155.89747718705,1
667.884615737647,6156.98551563262,1
666.622391902626,6156.93738839593,1
662.712571648539,6160.13281042623,1
662.082422218053,6160.10944396011,1
660.780266484718,6161.17526819916,1
660.149278355617,6161.15212142315,1
658.848886854464,6162.21893997895,1
658.218015086066,6162.19606732697,1
656.918379309169,6163.26303799336,1
655.658051555584,6163.2180149101,1
654.358373319688,6164.2856953469,1
652.429987414155,6165.33215059082,1
651.800586975216,6165.31025890972,1
650.502473269716,6166.37903325316,1
648.6137885111,6166.31440429528,1
647.316804514958,6167.38457163825,1
646.650392814357,6168.47578176722,1
646.021477285508,6168.4546846004,1
645.35449063843,6169.54649601895,1
644.725705235829,6169.52561688868,1
644.059274416591,6170.61716210569,1
643.430634865178,6170.59644063407,1
642.099945314234,6172.78054649037,1
640.771398552131,6174.96500719714,1
640.735485032865,6176.07743241803,1
640.106690658369,6176.05716202618,1
640.07091369699,6177.16999666081,1
639.443250365782,6177.14982168908,1
639.407617377974,6178.26229354765,1
638.74461778493,6179.35510117154,1
638.567120403991,6184.91815844712,1
637.904249191971,6186.01059408977,1
637.277864663281,6185.99073323257,1
635.954433022066,6188.17659407199,1
635.328354558857,6188.15699285751,1
634.66676261852,6189.25040826211,1
632.788100755755,6189.19242363533,1
632.753992267097,6190.30489211154,1
632.128280685284,6190.28581663348,1
632.094358880338,6191.39825637859,1
631.434946340117,6192.49217677281,1
631.367444618723,6194.71753506698,1
631.958594001724,6195.84903573032,1
633.834377807659,6195.90668331186,1
634.424767010221,6197.03899435004,1
635.050492246202,6197.05844885471,1
636.264967835502,6198.21015106691,1
640.640075871279,6198.35030286585,1
641.228358403585,6199.48310677389,1
643.728002657784,6199.56556827599,1
644.315259533685,6200.69924085125,1
644.278074289913,6201.8116436414,1
645.452248751044,6204.07890184733,1
647.324558240408,6204.14244131905,1
647.28651120759,6205.25523456943,1
647.910126888092,6205.27658217108,1
648.496406681015,6206.41050717497,1
657.8528222717,6206.74298261903,1
658.435352266232,6207.87865372857,1
659.059540375617,6207.90163208027,1
661.511815026083,6209.10681490664,1
662.135892215953,6209.13026282829,1
663.297621358764,6211.40245644226,1
664.544109105852,6211.44993054007,1
664.501616442662,6212.56230570928,1
665.12418522766,6212.5861857479,1
665.704859353239,6213.72290600966,1
666.327330429281,6213.74694808541,1
666.241220301311,6215.9720663238,1
665.619115031483,6215.94805198224,1
665.533352513716,6218.1731473315,1
664.867856479533,6219.2615235747,1
664.825125623006,6220.37388691254,1
664.161053562065,6221.46286021327,1
663.539752484757,6221.43910143942,1
662.875206524152,6222.52780021474,1
662.254112986265,6222.50421576742,1
660.26477895078,6225.77208325677,1
659.644078153131,6225.74890505172,1
659.602602982922,6226.86125798553,1
658.939787372083,6227.95057180132,1
658.898489494017,6229.06339840646,1
657.036912441008,6228.99460201182,1
655.755074296067,6230.06168367956,1
653.893958208334,6229.99430502528,1
652.574389569938,6232.17510406433,1
651.914153003012,6233.26587665058,1
651.874587071653,6234.37831016334,1
648.775610231873,6234.26921788769,1
648.194762711862,6233.13522730908,1
646.954647615433,6233.09234111526,1
646.916365150739,6234.2048412819,1
646.296931465354,6234.18358623981,1
646.3350834746,6233.07111770778,1
642.615634766909,6232.94529705106,1
642.032041543984,6231.81171967529,1
640.171821706359,6231.75033551703,1
639.588376374432,6230.61754996675,1
635.866870759376,6230.4976204114,1
635.281174628555,6229.3649954364,1
631.558664928169,6229.24892052432,1
630.972621910349,6228.11733677239,1
623.525409683097,6227.89588156072,1
622.872164469504,6228.99056068101,1
619.769635135324,6228.90258065767,1
619.118462482266,6229.99827854493,1
617.87756478163,6229.96389670075,1
617.227050742126,6231.05941988286,1
614.746796714931,6230.99209651492,1
614.096328096987,6232.08850323308,1
610.996071179127,6232.0068645783,1
610.347637844138,6233.10344376901,1
609.728151629006,6233.08745543662,1
609.079266382729,6234.18467185726,1
607.840539345231,6234.15319288927,1
607.192328643957,6235.25017530223,1
604.71453198664,6235.18868556035,1
604.687225955282,6236.30131735694,1
605.278785908309,6237.42966393362,1
605.898661458852,6237.44500436688,1
605.871028204272,6238.55765819561,1
604.012991383813,6238.51191064654,1
603.367264702996,6239.60992303208,1
592.845916842357,6239.36778090132,1
592.251445002307,6238.2412151265,1
586.678921890702,6238.1242789913,1
586.701550757606,6237.01155142125,1
586.105102079379,6235.88589868533,1
584.865972474853,6235.86109691891,1
584.22495037754,6236.96192864426,1
583.627844038725,6235.83667148062,1
581.769649461303,6235.80065066824,1
581.748347839285,6236.91380040979,1
581.128472706276,6236.90194238164,1
581.086141944706,6239.12782803099,1
581.705650957015,6239.13965488828,1
581.684316246738,6240.2523754388,1
581.064937671461,6240.24051823227,1
580.467513034266,6239.11609801614,1
579.847958263967,6239.10444619237,1
579.25009962874,6237.97976578042,1
578.011594098775,6237.95692503937,1
578.031931262647,6236.84417902311,1
577.413011283731,6236.83287237676,1
577.433250148387,6235.71976685815,1
576.83419632323,6234.59582284741,1
576.894252517891,6231.25719860684,1
577.514005131396,6231.26840422553,1
577.574541028475,6227.92941609253,1
578.856919248478,6225.72623197706,1
579.477473005281,6225.73770190209,1
579.498120585501,6224.62497620448,1
580.139594133623,6223.52384133835,1
581.403410627528,6222.4341022487,1
582.025384837581,6222.44599342937,1
582.667875266993,6221.34521674175,1
583.289039023726,6221.35721273117,1
584.554275757186,6220.26843237738,1
586.419247071212,6220.30560280331,1
587.063097277015,6219.20552104385,1
590.172470990053,6219.26968903294,1
591.440103985749,6218.18291739767,1
592.061747131849,6218.19621497747,1
592.708400950531,6217.09693790267,1
592.756414918943,6214.87123834761,1
592.133335561125,6214.85782841931,1
592.157191563804,6213.74517971639,1
591.534877972537,6213.73183644243,1
590.936116528043,6212.60555650842,1
590.312716745214,6212.59243928914,1
589.089923475506,6211.45381854211,1
587.84467059423,6211.42815473998,1
587.243682524408,6210.30241021533,1
