"E_km","N_km"
851.171545636859,6057.48161144124
856.171545636859,6057.48161144124
861.171545636859,6057.48161144124
866.171545636859,6057.48161144124
871.171545636859,6057.48161144124
876.171545636859,6057.48161144124
881.171545636859,6057.48161144124
886.171545636859,6057.48161144124
856.171545636859,6062.48161144124
861.171545636859,6062.48161144124
866.171545636859,6062.48161144124
871.171545636859,6062.48161144124
876.171545636859,6062.48161144124
881.171545636859,6062.48161144124
886.171545636859,6062.48161144124
856.171545636859,6067.48161144124
861.171545636859,6067.48161144124
866.171545636859,6067.48161144124
871.171545636859,6067.48161144124
876.171545636859,6067.48161144124
881.171545636859,6067.48161144124
886.171545636859,6067.48161144124
861.171545636859,6072.48161144124
866.171545636859,6072.48161144124
871.171545636859,6072.48161144124
876.171545636859,6072.48161144124
881.171545636859,6072.48161144124
886.171545636859,6072.48161144124
891.171545636859,6072.48161144124
861.171545636859,6077.48161144124
866.171545636859,6077.48161144124
871.171545636859,6077.48161144124
876.171545636859,6077.48161144124
881.171545636859,6077.48161144124
886.171545636859,6077.48161144124
891.171545636859,6077.48161144124
791.171545636859,6082.48161144124
796.171545636859,6082.48161144124
801.171545636859,6082.48161144124
806.171545636859,6082.48161144124
811.171545636859,6082.48161144124
816.171545636859,6082.48161144124
821.171545636859,6082.48161144124
826.171545636859,6082.48161144124
831.171545636859,6082.48161144124
836.171545636859,6082.48161144124
841.171545636859,6082.48161144124
856.171545636859,6082.48161144124
861.171545636859,6082.48161144124
866.171545636859,6082.48161144124
871.171545636859,6082.48161144124
876.171545636859,6082.48161144124
881.171545636859,6082.48161144124
886.171545636859,6082.48161144124
891.171545636859,6082.48161144124
776.171545636859,6087.48161144124
781.171545636859,6087.48161144124
786.171545636859,6087.48161144124
791.171545636859,6087.48161144124
796.171545636859,6087.48161144124
801.171545636859,6087.48161144124
806.171545636859,6087.48161144124
811.171545636859,6087.48161144124
816.171545636859,6087.48161144124
821.171545636859,6087.48161144124
826.171545636859,6087.48161144124
831.171545636859,6087.48161144124
836.171545636859,6087.48161144124
841.171545636859,6087.48161144124
846.171545636859,6087.48161144124
851.171545636859,6087.48161144124
856.171545636859,6087.48161144124
861.171545636859,6087.48161144124
866.171545636859,6087.48161144124
871.171545636859,6087.48161144124
876.171545636859,6087.48161144124
881.171545636859,6087.48161144124
886.171545636859,6087.48161144124
891.171545636859,6087.48161144124
761.171545636859,6092.48161144124
766.171545636859,6092.48161144124
771.171545636859,6092.48161144124
776.171545636859,6092.48161144124
781.171545636859,6092.48161144124
786.171545636859,6092.48161144124
791.171545636859,6092.48161144124
796.171545636859,6092.48161144124
801.171545636859,6092.48161144124
806.171545636859,6092.48161144124
811.171545636859,6092.48161144124
816.171545636859,6092.48161144124
821.171545636859,6092.48161144124
826.171545636859,6092.48161144124
831.171545636859,6092.48161144124
836.171545636859,6092.48161144124
841.171545636859,6092.48161144124
846.171545636859,6092.48161144124
851.171545636859,6092.48161144124
856.171545636859,6092.48161144124
861.171545636859,6092.48161144124
866.171545636859,6092.48161144124
871.171545636859,6092.48161144124
876.171545636859,6092.48161144124
881.171545636859,6092.48161144124
886.171545636859,6092.48161144124
891.171545636859,6092.48161144124
751.171545636859,6097.48161144124
756.171545636859,6097.48161144124
761.171545636859,6097.48161144124
766.171545636859,6097.48161144124
771.171545636859,6097.48161144124
776.171545636859,6097.48161144124
781.171545636859,6097.48161144124
786.171545636859,6097.48161144124
791.171545636859,6097.48161144124
796.171545636859,6097.48161144124
801.171545636859,6097.48161144124
806.171545636859,6097.48161144124
811.171545636859,6097.48161144124
816.171545636859,6097.48161144124
821.171545636859,6097.48161144124
826.171545636859,6097.48161144124
831.171545636859,6097.48161144124
836.171545636859,6097.48161144124
841.171545636859,6097.48161144124
846.171545636859,6097.48161144124
851.171545636859,6097.48161144124
856.171545636859,6097.48161144124
861.171545636859,6097.48161144124
866.171545636859,6097.48161144124
871.171545636859,6097.48161144124
876.171545636859,6097.48161144124
881.171545636859,6097.48161144124
886.171545636859,6097.48161144124
891.171545636859,6097.48161144124
896.171545636859,6097.48161144124
901.171545636859,6097.48161144124
906.171545636859,6097.48161144124
741.171545636859,6102.48161144124
746.171545636859,6102.48161144124
751.171545636859,6102.48161144124
756.171545636859,6102.48161144124
761.171545636859,6102.48161144124
766.171545636859,6102.48161144124
771.171545636859,6102.48161144124
776.171545636859,6102.48161144124
781.171545636859,6102.48161144124
786.171545636859,6102.48161144124
791.171545636859,6102.48161144124
796.171545636859,6102.48161144124
801.171545636859,6102.48161144124
806.171545636859,6102.48161144124
811.171545636859,6102.48161144124
816.171545636859,6102.48161144124
821.171545636859,6102.48161144124
826.171545636859,6102.48161144124
831.171545636859,6102.48161144124
836.171545636859,6102.48161144124
841.171545636859,6102.48161144124
846.171545636859,6102.48161144124
851.171545636859,6102.48161144124
856.171545636859,6102.48161144124
861.171545636859,6102.48161144124
866.171545636859,6102.48161144124
871.171545636859,6102.48161144124
876.171545636859,6102.48161144124
881.171545636859,6102.48161144124
886.171545636859,6102.48161144124
891.171545636859,6102.48161144124
896.171545636859,6102.48161144124
901.171545636859,6102.48161144124
906.171545636859,6102.48161144124
911.171545636859,6102.48161144124
731.171545636859,6107.48161144124
736.171545636859,6107.48161144124
741.171545636859,6107.48161144124
746.171545636859,6107.48161144124
751.171545636859,6107.48161144124
756.171545636859,6107.48161144124
761.171545636859,6107.48161144124
766.171545636859,6107.48161144124
771.171545636859,6107.48161144124
776.171545636859,6107.48161144124
781.171545636859,6107.48161144124
786.171545636859,6107.48161144124
791.171545636859,6107.48161144124
796.171545636859,6107.48161144124
801.171545636859,6107.48161144124
806.171545636859,6107.48161144124
811.171545636859,6107.48161144124
816.171545636859,6107.48161144124
821.171545636859,6107.48161144124
826.171545636859,6107.48161144124
831.171545636859,6107.48161144124
836.171545636859,6107.48161144124
841.171545636859,6107.48161144124
846.171545636859,6107.48161144124
851.171545636859,6107.48161144124
856.171545636859,6107.48161144124
861.171545636859,6107.48161144124
866.171545636859,6107.48161144124
871.171545636859,6107.48161144124
876.171545636859,6107.48161144124
881.171545636859,6107.48161144124
886.171545636859,6107.48161144124
891.171545636859,6107.48161144124
896.171545636859,6107.48161144124
901.171545636859,6107.48161144124
906.171545636859,6107.48161144124
911.171545636859,6107.48161144124
916.171545636859,6107.48161144124
726.171545636859,6112.48161144124
731.171545636859,6112.48161144124
736.171545636859,6112.48161144124
741.171545636859,6112.48161144124
746.171545636859,6112.48161144124
751.171545636859,6112.48161144124
756.171545636859,6112.48161144124
761.171545636859,6112.48161144124
766.171545636859,6112.48161144124
771.171545636859,6112.48161144124
776.171545636859,6112.48161144124
781.171545636859,6112.48161144124
786.171545636859,6112.48161144124
791.171545636859,6112.48161144124
796.171545636859,6112.48161144124
801.171545636859,6112.48161144124
806.171545636859,6112.48161144124
811.171545636859,6112.48161144124
816.171545636859,6112.48161144124
821.171545636859,6112.48161144124
826.171545636859,6112.48161144124
831.171545636859,6112.48161144124
836.171545636859,6112.48161144124
841.171545636859,6112.48161144124
846.171545636859,6112.48161144124
851.171545636859,6112.48161144124
856.171545636859,6112.48161144124
861.171545636859,6112.48161144124
866.171545636859,6112.48161144124
871.171545636859,6112.48161144124
876.171545636859,6112.48161144124
881.171545636859,6112.48161144124
886.171545636859,6112.48161144124
891.171545636859,6112.48161144124
896.171545636859,6112.48161144124
901.171545636859,6112.48161144124
906.171545636859,6112.48161144124
911.171545636859,6112.48161144124
916.171545636859,6112.48161144124
921.171545636859,6112.48161144124
926.171545636859,6112.48161144124
721.171545636859,6117.48161144124
726.171545636859,6117.48161144124
731.171545636859,6117.48161144124
736.171545636859,6117.48161144124
741.171545636859,6117.48161144124
746.171545636859,6117.48161144124
751.171545636859,6117.48161144124
756.171545636859,6117.48161144124
761.171545636859,6117.48161144124
766.171545636859,6117.48161144124
771.171545636859,6117.48161144124
776.171545636859,6117.48161144124
781.171545636859,6117.48161144124
786.171545636859,6117.48161144124
791.171545636859,6117.48161144124
796.171545636859,6117.48161144124
801.171545636859,6117.48161144124
806.171545636859,6117.48161144124
811.171545636859,6117.48161144124
816.171545636859,6117.48161144124
821.171545636859,6117.48161144124
826.171545636859,6117.48161144124
831.171545636859,6117.48161144124
836.171545636859,6117.48161144124
841.171545636859,6117.48161144124
846.171545636859,6117.48161144124
851.171545636859,6117.48161144124
856.171545636859,6117.48161144124
861.171545636859,6117.48161144124
866.171545636859,6117.48161144124
871.171545636859,6117.48161144124
876.171545636859,6117.48161144124
881.171545636859,6117.48161144124
886.171545636859,6117.48161144124
891.171545636859,6117.48161144124
896.171545636859,6117.48161144124
901.171545636859,6117.48161144124
906.171545636859,6117.48161144124
911.171545636859,6117.48161144124
916.171545636859,6117.48161144124
921.171545636859,6117.48161144124
926.171545636859,6117.48161144124
716.171545636859,6122.48161144124
721.171545636859,6122.48161144124
726.171545636859,6122.48161144124
731.171545636859,6122.48161144124
736.171545636859,6122.48161144124
741.171545636859,6122.48161144124
746.171545636859,6122.48161144124
751.171545636859,6122.48161144124
756.171545636859,6122.48161144124
761.171545636859,6122.48161144124
766.171545636859,6122.48161144124
771.171545636859,6122.48161144124
776.171545636859,6122.48161144124
781.171545636859,6122.48161144124
786.171545636859,6122.48161144124
791.171545636859,6122.48161144124
796.171545636859,6122.48161144124
801.171545636859,6122.48161144124
806.171545636859,6122.48161144124
811.171545636859,6122.48161144124
816.171545636859,6122.48161144124
821.171545636859,6122.48161144124
826.171545636859,6122.48161144124
831.171545636859,6122.48161144124
836.171545636859,6122.48161144124
841.171545636859,6122.48161144124
846.171545636859,6122.48161144124
851.171545636859,6122.48161144124
856.171545636859,6122.48161144124
861.171545636859,6122.48161144124
866.171545636859,6122.48161144124
871.171545636859,6122.48161144124
876.171545636859,6122.48161144124
881.171545636859,6122.48161144124
886.171545636859,6122.48161144124
891.171545636859,6122.48161144124
896.171545636859,6122.48161144124
901.171545636859,6122.48161144124
906.171545636859,6122.48161144124
911.171545636859,6122.48161144124
916.171545636859,6122.48161144124
921.171545636859,6122.48161144124
926.171545636859,6122.48161144124
711.171545636859,6127.48161144124
716.171545636859,6127.48161144124
721.171545636859,6127.48161144124
726.171545636859,6127.48161144124
731.171545636859,6127.48161144124
736.171545636859,6127.48161144124
741.171545636859,6127.48161144124
746.171545636859,6127.48161144124
751.171545636859,6127.48161144124
756.171545636859,6127.48161144124
761.171545636859,6127.48161144124
766.171545636859,6127.48161144124
771.171545636859,6127.48161144124
776.171545636859,6127.48161144124
781.171545636859,6127.48161144124
786.171545636859,6127.48161144124
791.171545636859,6127.48161144124
796.171545636859,6127.48161144124
801.171545636859,6127.48161144124
806.171545636859,6127.48161144124
811.171545636859,6127.48161144124
816.171545636859,6127.48161144124
821.171545636859,6127.48161144124
826.171545636859,6127.48161144124
831.171545636859,6127.48161144124
836.171545636859,6127.48161144124
841.171545636859,6127.48161144124
846.171545636859,6127.48161144124
851.171545636859,6127.48161144124
856.171545636859,6127.48161144124
861.171545636859,6127.48161144124
866.171545636859,6127.48161144124
871.171545636859,6127.48161144124
876.171545636859,6127.48161144124
881.171545636859,6127.48161144124
886.171545636859,6127.48161144124
891.171545636859,6127.48161144124
896.171545636859,6127.48161144124
901.171545636859,6127.48161144124
906.171545636859,6127.48161144124
911.171545636859,6127.48161144124
916.171545636859,6127.48161144124
921.171545636859,6127.48161144124
926.171545636859,6127.48161144124
706.171545636859,6132.48161144124
711.171545636859,6132.48161144124
716.171545636859,6132.48161144124
721.171545636859,6132.48161144124
726.171545636859,6132.48161144124
731.171545636859,6132.48161144124
736.171545636859,6132.48161144124
741.171545636859,6132.48161144124
746.171545636859,6132.48161144124
751.171545636859,6132.48161144124
756.171545636859,6132.48161144124
761.171545636859,6132.48161144124
766.171545636859,6132.48161144124
771.171545636859,6132.48161144124
776.171545636859,6132.48161144124
781.171545636859,6132.48161144124
786.171545636859,6132.48161144124
